diseaseId:ID,name,:LABEL
umls:C0268583,Methylmalonic acidemia,Disease
umls:C0268595,Glutaric aciduria 1,Disease
umls:C0268596,Multiple Acyl Coenzyme A Dehydrogenase Deficiency,Disease
umls:C0268600,3-methylcrotonyl CoA carboxylase 1 deficiency,Disease
umls:C0268601,3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency,Disease
umls:C0268609,Glutamate formiminotransferase deficiency,Disease
umls:C0268616,Gamma-cystathionase deficiency,Disease
umls:C0268621,Methionine Adenosyltransferase Deficiency,Disease
umls:C0268623,Tyrosinemia type III,Disease
umls:C0268624,Sulfite oxidase deficiency,Disease
umls:C0268626,Cystinosis; Late-Onset Juvenile or Adolescent Nephropathic Type,Disease
umls:C0268631,succinic semialdehyde dehydrogenase deficiency,Disease
umls:C0268632,Homocarnosinosis,Disease
umls:C0268647,Lysinuric Protein Intolerance,Disease
umls:C0268654,Iminoglycinuria,Disease
umls:C0268689,Vitamin D Hydroxylation-Deficient Rickets; Type 1A,Disease
umls:C0268690,Rickets; Hereditary Vitamin D-Resistant,Disease
umls:C0268747,Mesangial sclerosis; diffuse,Disease
umls:C0270210,Hyperbilirubinemia; Transient Familial Neonatal,Disease
umls:C0270246,Meconium plug syndrome,Disease
umls:C0270327,Nocturnal Enuresis,Disease
umls:C0270611,Brain Injuries,Disease
umls:C0270612,Leukoencephalopathies,Disease
umls:C0270724,Infantile Neuroaxonal Dystrophy,Disease
umls:C0270726,Alexander Disease,Disease
umls:C0270736,Essential Tremor,Disease
umls:C0270850,Epilepsy; Idiopathic Generalized,Disease
umls:C0270851,Epilepsy; Benign Neonatal,Disease
umls:C0270853,Myoclonic Epilepsy; Juvenile,Disease
umls:C0270855,Epileptic Encephalopathy; Early Infantile; 3,Disease
umls:C0270911,Charcot-Marie-Tooth disease; type IA,Disease
umls:C0270912,Charcot-Marie-Tooth disease; type IB,Disease
umls:C0270913,Charcot-Marie-Tooth disease; Type 1C,Disease
umls:C0270952,Muscular Dystrophy; Oculopharyngeal,Disease
umls:C0270962,Minicore Myopathy with External Ophthalmoplegia,Disease
umls:C0270968,Limb-girdle muscular dystrophy type 2H,Disease
umls:C0270972,De Lange Syndrome,Disease
umls:C0271051,Macular Edema,Disease
umls:C0271091,Juvenile X-Linked Retinoschisis,Disease
umls:C0271093,Stargardt Macular Degeneration,Disease
umls:C0271097,Usher Syndromes,Disease
umls:C0271287,Corneal Dystrophy; Crystalline; of Schnyder,Disease
umls:C0271567,Isolated Growth Hormone Deficiency; Type II,Disease
umls:C0271568,Laron Syndrome,Disease
umls:C0271582,Fertile eunuch syndrome,Disease
umls:C0271583,ACTH Deficiency; Isolated,Disease
umls:C0271623,Hypogonadotropic hypogonadism,Disease
umls:C0271650,Glucose Intolerance,Disease
umls:C0271690,Type 2 diabetes mellitus with acanthosis nigricans,Disease
umls:C0271694,Lipodystrophy; Familial Partial,Disease
umls:C0271695,Rabson-Mendenhall syndrome,Disease
umls:C0271714,Hypoglycemia; leucine-induced,Disease
umls:C0271742,Achalasia Addisonianism Alacrimia syndrome,Disease
umls:C0271789,Hypothyroidism; Congenital; Nongoitrous; 4,Disease
umls:C0271829,Pendred syndrome,Disease
umls:C0271901,Anemia; hypochromic microcytic,Disease
umls:C0271933,Congenital dyserythropoietic anemia; type I,Disease
umls:C0271979,thalassemia intermedia,Disease
umls:C0271980,beta^0^ Thalassemia,Disease
umls:C0271990,delta-Thalassemia,Disease
umls:C0272051,Xerocytosis; hereditary,Disease
umls:C0272066,Glycogen Storage Disease XII,Disease
umls:C0272137,Tn Syndrome,Disease
umls:C0272167,Reticular dysgenesis,Disease
umls:C0272170,Shwachman syndrome,Disease
umls:C0272187,Congenital leukocyte adherence deficiency,Disease
umls:C0272192,Eosinophilia; Familial,Disease
umls:C0272236,Hyper-IgM Immunodeficiency Syndrome,Disease
umls:C0272302,Gray Platelet Syndrome,Disease
umls:C0272317,Dysprothrombinemia,Disease
umls:C0272325,Factor 8 deficiency; acquired,Disease
umls:C0272339,Prekallikrein Deficiency,Disease
umls:C0272340,Flaujeac factor deficiency,Disease
umls:C0272375,Antithrombin III Deficiency,Disease
umls:C0273058,Intracranial Hemorrhage; Traumatic,Disease
umls:C0273115,Lung Injury,Disease
umls:C0274869,Heavy Metal Toxicity,Disease
umls:C0276226,Encephalitis; Herpes Simplex,Disease
umls:C0276535,AIDS-related Kaposi sarcoma,Disease
umls:C0278076,Tics,Disease
umls:C0278601,Inflammatory Breast Neoplasms,Disease
umls:C0279606,childhood hepatocellular carcinoma,Disease
umls:C0279626,Esophageal Squamous Cell Carcinoma,Disease
umls:C0279628,Adenocarcinoma Of Esophagus,Disease
umls:C0279702,Hypernephroma,Disease
umls:C0280089,Carcinoid tumor of lung,Disease
umls:C0282102,Chondrodysplasia punctata; X-linked dominant type,Disease
umls:C0282193,Iron Overload,Disease
umls:C0282488,Cystitis; Interstitial,Disease
umls:C0282507,Heat Stress Disorders,Disease
umls:C0282512,Landau-Kleffner Syndrome,Disease
umls:C0282513,Aphasia; Primary Progressive,Disease
umls:C0282525,Neonatal adrenoleukodystrophy,Disease
umls:C0282527,Refsum Disease; Infantile,Disease
umls:C0282528,Peroxisomal Disorders,Disease
umls:C0282529,Chondrodysplasia Punctata; Rhizomelic,Disease
umls:C0282548,Leukostasis,Disease
umls:C0282550,Persian Gulf Syndrome,Disease
umls:C0282609,Bone Marrow Neoplasms,Disease
umls:C0282612,Prostatic Intraepithelial Neoplasia,Disease
umls:C0282631,Facies,Disease
umls:C0300948,Caudal Regression Syndrome,Disease
umls:C0302129,Achromatopsia 1,Disease
umls:C0302592,Cervix carcinoma,Disease
umls:C0311277,Obesity; Abdominal,Disease
umls:C0311338,Fundus Albipunctatus,Disease
umls:C0311375,Arsenic Poisoning,Disease
umls:C0312860,Neutrophil Chemotactic Response,Disease
umls:C0314657,Genetic Predisposition to Disease,Disease
umls:C0333355,Mucositis,Disease
umls:C0333497,Segmental glomerulosclerosis,Disease
umls:C0333641,Atrophy,Disease
umls:C0334041,Osseous Heteroplasia; Progressive,Disease
umls:C0334082,Epidermal Nevus,Disease
umls:C0334634,Lymphoma; Mantle-Cell,Disease
umls:C0338106,Adenocarcinoma of colon,Disease
umls:C0338451,Frontotemporal Dementia,Disease
umls:C0338473,Neuroaxonal Dystrophies,Disease
umls:C0338480,Migraine without Aura,Disease
umls:C0338488,Alternating hemiplegia of childhood,Disease
umls:C0338503,Septo-Optic Dysplasia,Disease
umls:C0338508,Optic Atrophy; Autosomal Dominant,Disease
umls:C0338575,Sagittal Sinus Thrombosis,Disease
umls:C0339143,Graves Ophthalmopathy,Disease
umls:C0339273,Corneal dystrophy; gelatinous drop-like,Disease
umls:C0339277,Corneal Dystrophy; Juvenile Epithelial of Meesmann,Disease
umls:C0339278,Corneal dystrophy of Bowman layer; type 1,Disease
umls:C0339284,Corneal Dystrophy; Posterior Polymorphous; 1,Disease
umls:C0339510,Vitelliform Macular Dystrophy,Disease
umls:C0339512,Macular Dystrophy; Retinal; 2,Disease
umls:C0339527,Leber Congenital Amaurosis,Disease
umls:C0339535,Night blindness; congenital stationary,Disease
umls:C0339537,Blue cone monochromatism,Disease
umls:C0339541,Goldmann-Favre syndrome,Disease
umls:C0339573,Glaucoma; Primary Open Angle,Disease
umls:C0340274,Hypertension; Pregnancy-Induced,Disease
umls:C0340288,Angina; Stable,Disease
umls:C0340427,Familial dilated cardiomyopathy,Disease
umls:C0340485,Familial ventricular tachycardia,Disease
umls:C0340493,Paroxysmal ventricular fibrillation,Disease
umls:C0340834,Hennekam lymphangiectasia lymphedema syndrome,Disease
umls:C0340848,Hemangiomatosis; familial pulmonary capillary,Disease
umls:C0340968,Pyruvate Kinase Deficiency of Red Cells,Disease
umls:C0340970,Congenital neutropenia,Disease
umls:C0340978,May-Hegglin anomaly,Disease
umls:C0341024,Familial chronic mucocutaneous candidiasis,Disease
umls:C0341106,Eosinophilic Esophagitis,Disease
umls:C0341306,Microvillus inclusion disease,Disease
umls:C0342185,Hyperthyroxinemia; Familial Dysalbuminemic,Disease
umls:C0342194,Thyroid Dyshormonogenesis 3,Disease
umls:C0342195,Thyroid Dyshormonogenesis 4,Disease
umls:C0342196,Thyroid Dyshormonogenesis 5,Disease
umls:C0342257,Diabetes Complications,Disease
umls:C0342276,Mason-Type Diabetes,Disease
umls:C0342277,Diabetes Mellitus; Type Ii; Autosomal Dominant,Disease
umls:C0342278,Diabetes Mellitus; Insulin-Resistant; with Acanthosis Nigricans,Disease
umls:C0342282,Symphalangism-brachydactyly syndrome,Disease
umls:C0342286,Woodhouse Sakati syndrome,Disease
umls:C0342287,Thiamine responsive megaloblastic anemia syndrome,Disease
umls:C0342288,Immunodysregulation; Polyendocrinopathy; and Enteropathy; X-Linked,Disease
umls:C0342289,Noninsulin-dependent diabetes mellitus with deafness,Disease
umls:C0342344,Hypoparathyroidism; X-Linked,Disease
umls:C0342345,Hypercalciuric Hypocalcemia; Familial,Disease
umls:C0342376,Panhypopituitarism X-linked,Disease
umls:C0342384,Idiopathic Hypogonadotropic Hypogonadism,Disease
umls:C0342388,Adrenocorticotropic hormone deficiency,Disease
umls:C0342418,Hypothalamic hamartomas,Disease
umls:C0342471,3b-Hydroxysteroid Dehydrogenase Deficiency,Disease
umls:C0342474,Lipoid congenital adrenal hyperplasia,Disease
umls:C0342482,Congenital adrenal hypoplasia; X-linked,Disease
umls:C0342543,Precocious Puberty; Central,Disease
umls:C0342549,Familial Testotoxicosis,Disease
umls:C0342573,Pituitary dwarfism 1,Disease
umls:C0342637,Hypocalciuric hypercalcemia; familial; type 1,Disease
umls:C0342639,Hypercalciuria; Absorptive; 2,Disease
umls:C0342642,Hypophosphatemic Rickets; Autosomal Dominant,Disease
umls:C0342643,Hypophosphatemic Rickets; Autosomal Recessive; 1,Disease
umls:C0342645,Autosomal recessive hypophosphatemic bone disease,Disease
umls:C0342646,Vitamin D-Dependent Rickets; Type 2A,Disease
umls:C0342649,Vascular Calcification,Disease
umls:C0342680,Klein-Waardenberg's syndrome,Disease
umls:C0342683,Rufous oculocutaneous albinism,Disease
umls:C0342684,Ocular Albinism type 1,Disease
umls:C0342686,Aromatic amino acid decarboxylase deficiency,Disease
umls:C0342687,dopamine beta hydroxylase deficiency,Disease
umls:C0342701,Transcobalamin II deficiency,Disease
umls:C0342705,Folate Malabsorption; Hereditary,Disease
umls:C0342708,Gamma aminobutyric acid transaminase deficiency,Disease
umls:C0342727,3-Methylglutaconic Aciduria; Type I,Disease
umls:C0342731,Mevalonate Kinase Deficiency,Disease
umls:C0342738,Beta-Hydroxyisobutyryl CoA Deacylase Deficiency,Disease
umls:C0342739,Trimethylaminuria,Disease
umls:C0342749,Glycogen Storage Disease IC,Disease
umls:C0342765,D-Glyceric aciduria,Disease
umls:C0342770,Fumarase deficiency,Disease
umls:C0342783,Short chain Acyl CoA dehydrogenase deficiency,Disease
umls:C0342784,VLCAD deficiency,Disease
umls:C0342788,Systemic carnitine deficiency,Disease
umls:C0342791,Carnitine-Acylcarnitine Translocase Deficiency,Disease
umls:C0342792,Succinyl-CoA:3-oxoacid CoA transferase deficiency,Disease
umls:C0342793,Malonic aciduria,Disease
umls:C0342800,Inosine Triphosphatase Deficiency,Disease
umls:C0342801,Thiopurine S methyltranferase deficiency,Disease
umls:C0342803,Dihydropyrimidinase Deficiency,Disease
umls:C0342849,beta-Mannosidosis,Disease
umls:C0342853,Sialic Acid Storage Disease,Disease
umls:C0342856,Coproporphyria,Disease
umls:C0342859,Harderoporphyria,Disease
umls:C0342870,Bifunctional peroxisomal enzyme deficiency,Disease
umls:C0342873,Glutaric Aciduria III,Disease
umls:C0342883,Cholesteryl Ester Transfer Protein Deficiency,Disease
umls:C0342895,Fish-eye disease,Disease
umls:C0342898,Apolipoprotein A-I deficiency,Disease
umls:C0342907,Sitosterolemia,Disease
umls:C0343047,Complement component 5 deficiency,Disease
umls:C0343055,Generalized pustular psoriasis,Disease
umls:C0343057,Keratosis Follicularis Spinulosa Decalvans; X-Linked,Disease
umls:C0343068,Familial cold urticaria,Disease
umls:C0343111,Naegeli syndrome,Disease
umls:C0343755,HIV Wasting Syndrome,Disease
umls:C0344523,Cerulean cataract,Disease
umls:C0344530,Megalocornea,Disease
umls:C0344543,Aniridia; type 2,Disease
umls:C0344559,Peters anomaly,Disease
umls:C0345050,Aortic Aneurysm; Familial Thoracic 1,Disease
umls:C0345407,Osteopetrosis with renal tubular acidosis,Disease
umls:C0345427,Woolly hair; congenital,Disease
umls:C0345893,Juvenile polyposis syndrome,Disease
umls:C0345905,Intrahepatic cholangiocarcinoma,Disease
umls:C0345967,Mesothelioma; Malignant,Disease
umls:C0346010,Birt-Hogg-Dube Syndrome,Disease
umls:C0346104,Bazex-Dupre-Christol syndrome,Disease
umls:C0346153,Breast Cancer; Familial,Disease
umls:C0346255,Oncocytoma; renal,Disease
umls:C0346302,Growth Hormone-Secreting Pituitary Adenoma,Disease
umls:C0349231,Phobic Disorders,Disease
umls:C0349464,Korsakoff Syndrome,Disease
umls:C0349535,Carcinoid Tumors; Intestinal,Disease
umls:C0349639,Leukemia; Myelomonocytic; Juvenile,Disease
umls:C0349653,Congenital disorder of glycosylation type 1A,Disease
umls:C0349788,Arrhythmogenic Right Ventricular Dysplasia,Disease
umls:C0376358,Malignant neoplasm of prostate,Disease
umls:C0376524,branchio oculo facial syndrome,Disease
umls:C0376532,Epilepsy; Rolandic,Disease
umls:C0376545,Hematologic Neoplasms,Disease
umls:C0376618,Endotoxemia,Disease
umls:C0376628,Chromosome Breakage,Disease
umls:C0376634,Craniofacial Abnormalities,Disease
umls:C0376670,Pancreatitis; Alcoholic,Disease
umls:C0391816,Tietz syndrome,Disease
umls:C0391826,Lhermitte-Duclos disease,Disease
umls:C0392475,Roberts Syndrome,Disease
umls:C0392514,Hereditary hemochromatosis,Disease
umls:C0392607,Severe combined immunodeficiency due to adenosine deaminase deficiency,Disease
umls:C0392622,Carbon Tetrachloride Poisoning,Disease
umls:C0392784,Dermatofibrosarcoma Protuberans,Disease
umls:C0393538,spinal muscular atrophy type ii,Disease
umls:C0393540,Progressive bulbar palsy of childhood,Disease
umls:C0393559,Spastic paraplegia 20; autosomal recessive,Disease
umls:C0393576,Neuroacanthocytosis,Disease
umls:C0393584,CHOREA; BENIGN HEREDITARY,Disease
umls:C0393590,Idiopathic basal ganglia calcification 1,Disease
umls:C0393593,Dystonic Disorders,Disease
umls:C0393626,Opsoclonus-Myoclonus Syndrome,Disease
umls:C0393665,Multiple Sclerosis; Chronic Progressive,Disease
umls:C0393697,Epilepsy with grand mal seizures on awakening,Disease
umls:C0393729,Aquagenic epilepsy,Disease
umls:C0393770,delayed sleep phase syndrome,Disease
umls:C0393778,Congenital anosmia,Disease
umls:C0393807,Hereditary Motor And Sensory Neuropathy VI,Disease
umls:C0393808,Charcot-Marie-Tooth disease; X-linked; 1,Disease
umls:C0393814,Tomaculous neuropathy,Disease
umls:C0393818,Charcot-Marie-Tooth disease; Type 4E,Disease
umls:C0393929,Congenital myasthenic syndrome with episodic apnea,Disease
umls:C0394006,Dysequilibrium syndrome,Disease
umls:C0394016,Coma; Post-Head Injury,Disease
umls:C0396060,Laryngeal Adductor Paralysis,Disease
umls:C0398368,Lymphatic Abnormalities,Disease
umls:C0398568,Neuroacanthocytosis; Mcleod Type,Disease
umls:C0398593,Specific Granule Deficiency,Disease
umls:C0398595,Myeloperoxidase Deficiency,Disease
umls:C0398623,Thrombophilia,Disease
umls:C0398625,Protein C Deficiency,Disease
umls:C0398626,Heparin Cofactor II Deficiency,Disease
umls:C0398641,Epstein syndrome,Disease
umls:C0398648,Posttransfusion Purpura,Disease
umls:C0398650,Purpura; Thrombocytopenic; Idiopathic,Disease
umls:C0398689,Hyper-IgM Immunodeficiency Syndrome; Type 1,Disease
umls:C0398691,Hyperimmunoglobulin D with periodic fever,Disease
umls:C0398738,Leukocyte adhesion deficiency type 1,Disease
umls:C0398739,Congenital disorder of glycosylation; type 2C,Disease
umls:C0398746,Glutathione synthetase deficiency,Disease
umls:C0398755,Complement 1s deficiency,Disease
umls:C0398764,Complement Factor D Deficiency,Disease
umls:C0398777,Complement Factor H Deficiency,Disease
umls:C0398782,Carboxypeptidase N Deficiency,Disease
umls:C0398788,Immunodeficiency syndrome; variable,Disease
umls:C0398791,Nijmegen Breakage Syndrome,Disease
umls:C0399352,Anodontia,Disease
umls:C0399368,Amelogenesis Imperfecta; Type IB,Disease
umls:C0399376,Amelogenesis Imperfecta; Type III,Disease
umls:C0399378,Dentinogenesis imperfecta; shields type 3,Disease
umls:C0399380,Dentin dysplasia; type II,Disease
umls:C0399440,Fibromatosis; Gingival; Type 1,Disease
umls:C0400966,Non-alcoholic Fatty Liver Disease,Disease
umls:C0403399,Finnish congenital nephrotic syndrome,Disease
umls:C0403443,Renal Failure; Progressive; with Hypertension,Disease
umls:C0403445,Fechtner syndrome,Disease
umls:C0403447,Renal Insufficiency; Chronic,Disease
umls:C0403553,Senior Loken Syndrome,Disease
umls:C0403554,Renal Tubular Acidosis; Distal; with Progressive Nerve Deafness,Disease
umls:C0403555,Urofacial syndrome,Disease
umls:C0403720,Nephrolithiasis; X-Linked Recessive; with Renal Failure,Disease
umls:C0403812,Male Infertility with Large-Headed; Multiflagellar; Polyploid Spermatozoa,Disease
umls:C0403814,Congenital bilateral aplasia of vas deferens,Disease
umls:C0403823,Asthenozoospermia,Disease
umls:C0403825,Globozoospermia,Disease
umls:C0406468,Loose Anagen Hair Syndrome,Disease
umls:C0406502,Telangiectasia; Hereditary Benign,Disease
umls:C0406557,Poikiloderma of Kindler,Disease
umls:C0406585,Tight skin contracture syndrome; lethal,Disease
umls:C0406587,Wrinkly skin syndrome,Disease
umls:C0406702,Ectodermal Dysplasia; Hypohidrotic; Autosomal Recessive,Disease
umls:C0406704,Ectrodactyly-cleft lip/palate syndrome,Disease
umls:C0406709,Hay-Wells syndrome,Disease
umls:C0406723,Growth retardation; Alopecia; Pseudoanodontia and Optic atrophy,Disease
umls:C0406727,Orofaciodigital syndrome 4,Disease
umls:C0406735,Witkop syndrome,Disease
umls:C0406740,Kohlschutter Tonz syndrome,Disease
umls:C0406756,Keratolytic winter erythema,Disease
umls:C0406767,Sclerotylosis,Disease
umls:C0406775,Dyschromatosis symmetrica hereditaria 1,Disease
umls:C0406778,Dermatopathia pigmentosa reticularis,Disease
umls:C0406810,Carney Complex,Disease
umls:C0406811,Reticulate acropigmentation of Kitamura,Disease
umls:C0409818,Chronic infantile neurological; cutaneous and articular syndrome,Disease
umls:C0410173,Limb-girdle muscular dystrophy; type 2C,Disease
umls:C0410174,fukuyama muscular dystrophy,Disease
umls:C0410179,Scleroatonic muscular dystrophy,Disease
umls:C0410180,Rigid spine syndrome,Disease
umls:C0410189,Muscular Dystrophy; Emery-Dreifuss,Disease
umls:C0410190,Benign scapuloperoneal muscular dystrophy with cardiomyopathy,Disease
umls:C0410203,Myotubular myopathy; X-linked,Disease
umls:C0410204,Myopathy; Centronuclear; Autosomal Recessive,Disease
umls:C0410207,MYOPATHY; TUBULAR AGGREGATE,Disease
umls:C0410480,Avascular necrosis of the head of femur,Disease
umls:C0410529,Hypochondroplasia,Disease
umls:C0410530,Metachondromatosis,Disease
umls:C0410538,Pseudoachondroplasia,Disease
umls:C0424295,Hyperkinesis,Disease
umls:C0428791,Aortic Valve; Calcification of,Disease
umls:C0428977,Bradycardia,Disease
umls:C0431109,Choroid Plexus Carcinoma,Disease
umls:C0431375,Classical Lissencephaly,Disease
umls:C0431399,Agenesis of Cerebellar Vermis,Disease
umls:C0431401,Aniridia cerebellar ataxia mental deficiency,Disease
umls:C0431406,Cayler cardiofacial syndrome,Disease
umls:C0431693,Renal cysts and diabetes syndrome,Disease
umls:C0431943,Lower Extremity Deformities; Congenital,Disease
umls:C0432122,Trigonocephaly; Nonsyndromic,Disease
umls:C0432194,Schneckenbecken dysplasia,Disease
umls:C0432201,Boomerang dysplasia,Disease
umls:C0432215,Arthropathy; progressive pseudorheumatoid; of childhood,Disease
umls:C0432217,Wolcott-Rallison syndrome,Disease
umls:C0432219,Opsismodysplasia,Disease
umls:C0432222,Spondyloenchondrodysplasia,Disease
umls:C0432227,Brachyolmia Type 3,Disease
umls:C0432230,Langer mesomelic dysplasia,Disease
umls:C0432233,Giedion syndrome,Disease
umls:C0432235,Cranioectodermal Dysplasia,Disease
umls:C0432242,Desbuquois syndrome,Disease
umls:C0432243,Spondyloepimetaphyseal Dysplasia With Joint Laxity,Disease
umls:C0432246,Microcephalic Osteodysplastic Primordial Dwarfism; Type II,Disease
umls:C0432252,Osteoporosis-pseudoglioma syndrome,Disease
umls:C0432255,Gerodermia osteodysplastica,Disease
umls:C0432268,Osteopathia striata cranial sclerosis,Disease
umls:C0432269,Lenz Majewski hyperostotic dwarfism,Disease
umls:C0432272,Hyperostosis corticalis generalisata,Disease
umls:C0432273,Worth syndrome,Disease
umls:C0432283,Osteoglophonic dwarfism,Disease
umls:C0432284,Fibromatosis; Congenital Generalized,Disease
umls:C0432289,Winchester syndrome,Disease
umls:C0432291,Mandibuloacral dysplasia with type A lipodystrophy,Disease
umls:C0432292,Polyostotic osteolytic dysplasia; hereditary expansile,Disease
umls:C0432306,Ichthyosis Bullosa of Siemens,Disease
umls:C0432316,Epidermolysis bullosa simplex with mottled pigmentation,Disease
umls:C0432317,Epidermolysis bullosa simplex; Ogna type,Disease
umls:C0432321,Epidermolysis bullosa; pretibial,Disease
umls:C0432322,Epidermolysis bullosa dystrophica; Pasini type,Disease
umls:C0443842,Antigen in Scianna blood group system,Disease
umls:C0451641,Urolithiasis,Disease
umls:C0456909,Blindness,Disease
umls:C0457013,Weyers acrofacial dysostosis,Disease
umls:C0457133,Muscle eye brain disease,Disease
umls:C0472762,Alpha trait thalassemia,Disease
umls:C0472767,Beta thalassemia intermedia,Disease
umls:C0472792,Hemolytic anemia due to hexokinase deficiency,Disease
umls:C0472813,Hypogammaglobulinemia and Isolated growth hormone deficiency; X-linked,Disease
umls:C0472817,WHIM syndrome,Disease
umls:C0473219,Renal hypouricemia,Disease
umls:C0473527,Hypoalphalipoproteinemias,Disease
umls:C0473780,Thrombocytopenia; Neonatal Alloimmune,Disease
umls:C0476089,Endometrial Carcinoma,Disease
umls:C0476254,Dyslexia,Disease
umls:C0497327,Dementia,Disease
umls:C0497406,Overweight,Disease
umls:C0497552,Nervous System Malformations,Disease
umls:C0520459,Enterocolitis; Necrotizing,Disease
umls:C0520679,Sleep Apnea; Obstructive,Disease
umls:C0520739,Pyropoikilocytosis; Hereditary,Disease
umls:C0520757,Delayed Emergence from Anesthesia,Disease
umls:C0521607,Peritoneal Fibrosis,Disease
umls:C0521723,Corneal dystrophy; epithelial basement membrane,Disease
umls:C0521802,Congenital atransferrinemia,Disease
umls:C0522224,Paralysis,Disease
umls:C0524524,Pseudoaphakia,Disease
umls:C0524582,Mulibrey Nanism,Disease
umls:C0524620,Metabolic Syndrome X,Disease
umls:C0524851,Neurodegenerative Diseases,Disease
umls:C0524909,Hepatitis B; Chronic,Disease
umls:C0524910,Hepatitis C; Chronic,Disease
umls:C0524948,Maxillofacial Abnormalities,Disease
umls:C0524988,Schnitzler Syndrome,Disease
umls:C0525040,Mental Disorders Diagnosed in Childhood,Disease
umls:C0525041,Neurobehavioral Manifestations,Disease
umls:C0525045,Mood Disorders,Disease
umls:C0542428,Hypochondrogenesis,Disease
umls:C0543514,Glycogen Storage Disease IXB,Disease
umls:C0543541,Glycinuria with or without Oxalate Urolithiasis,Disease
umls:C0543669,Neutrophilia; Hereditary,Disease
umls:C0543859,AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1,Disease
umls:C0543874,Apraxia; oculomotor; Cogan type,Disease
umls:C0544855,Leukonychia totalis,Disease
umls:C0544862,Neurocutaneous melanosis,Disease
umls:C0546127,Mercury Poisoning; Nervous System,Disease
umls:C0546264,Congenital Fiber-Type Disproportion,Disease
umls:C0546476,Keratoacanthoma familial,Disease
umls:C0546837,Esophageal Cancer,Disease
umls:C0546966,Monilethrix,Disease
umls:C0546969,Preauricular Fistulae; Congenital,Disease
umls:C0549150,Pseudofolliculitis Barbae,Disease
umls:C0549463,X-Linked Lymphoproliferative Syndrome,Disease
umls:C0549567,Pigmentation Disorders,Disease
umls:C0553580,Sarcoma; Ewing,Disease
umls:C0553586,Caf-au-lait macules with pulmonary stenosis,Disease
umls:C0553730,Chondrocalcinosis,Disease
umls:C0553757,Olfaction Disorders,Disease
umls:C0553980,Endomyocardial Fibrosis,Disease
umls:C0559470,Peanut Hypersensitivity,Disease
umls:C0559483,Pentalogy of Cantrell,Disease
umls:C0559758,Multisystem disorder,Disease
umls:C0563211,Anal Canal Carcinoma,Disease
umls:C0574080,Guanidinoacetate methyltransferase deficiency,Disease
umls:C0574083,Barth Syndrome,Disease
umls:C0574084,Costeff optic atrophy syndrome,Disease
umls:C0574960,Sacroiliitis,Disease
umls:C0585216,Alpha-Thalassemia Myelodysplasia Syndrome,Disease
umls:C0586323,Alcohol Withdrawal Seizures,Disease
umls:C0587248,Costello Syndrome,Disease
umls:C0596263,Carcinogenesis,Disease
umls:C0598226,Harlequin type ichthyosis,Disease
umls:C0598608,Hyperhomocysteinemia,Disease
umls:C0599035,Hyperornithinemia,Disease
umls:C0599528,beta thalassemia major anemia,Disease
umls:C0599973,Anophthalmos with limb anomalies,Disease
umls:C0599990,Blood group antigen p,Disease
umls:C0600260,Lung Diseases; Obstructive,Disease
umls:C0600433,Activated Protein C Resistance,Disease
umls:C0600467,Neurogenic Inflammation,Disease
umls:C0600518,Choroidal Neovascularization,Disease
umls:C0600519,Ventricular Remodeling,Disease
umls:C0677050,Manganese Poisoning,Disease
umls:C0677607,Hashimoto Disease,Disease
umls:C0677776,Hereditary Breast and Ovarian Cancer Syndrome,Disease
umls:C0677866,Brain Stem Neoplasms,Disease
umls:C0677886,Ovarian epithelial cancer,Disease
umls:C0678213,Complete hydatidiform mole,Disease
umls:C0679360,Foodborne Diseases,Disease
umls:C0684249,Carcinoma of lung,Disease
umls:C0684337,Neuroectodermal Tumors; Primitive; Peripheral,Disease
umls:C0685838,Gonadal dysgenesis XX type deafness,Disease
umls:C0685889,Splenic Hypoplasia,Disease
umls:C0686353,Muscular Dystrophies; Limb-Girdle,Disease
umls:C0687150,parathyroid cancer,Disease
umls:C0687720,Diabetes Insipidus; Neurogenic,Disease
umls:C0694566,Disseminated atypical mycobacterial infection,Disease
umls:C0694899,WILMS TUMOR 2,Disease
umls:C0699743,Congenital muscular dystrophy,Disease
umls:C0699790,Colon Carcinoma,Disease
umls:C0699791,STOMACH CARCINOMA,Disease
umls:C0700201,Dyssomnias,Disease
umls:C0700299,Heinz Body Anemias,Disease
umls:C0700345,Candidiasis; Vulvovaginal,Disease
umls:C0700359,Organophosphate Poisoning,Disease
umls:C0700501,Nystagmus; Congenital,Disease
umls:C0700595,Spinal Muscular Atrophies of Childhood,Disease
umls:C0700635,Strudwick syndrome,Disease
umls:C0701818,Choledocholithiasis,Disease
umls:C0729264,Preterm Premature Rupture of the Membranes,Disease
umls:C0729582,Floating-harbor syndrome,Disease
umls:C0730294,Macular dystrophy; retinal; 1; North Carolina type,Disease
umls:C0730295,Basal Laminar Drusen,Disease
umls:C0733682,HYPOPHOSPHATEMIC RICKETS; X-LINKED DOMINANT,Disease
umls:C0740302,5q- syndrome,Disease
umls:C0740340,Amyloidosis; Familial,Disease
umls:C0740392,Infarction; Middle Cerebral Artery,Disease
umls:C0740394,Hyperuricemia,Disease
umls:C0745103,HYPERCHOLESTEROLEMIA; FAMILIAL,Disease
umls:C0745744,End Stage Liver Disease,Disease
